text,label
"Llevo meses entrenando y siento que cada sesión me deja más agotado que la anterior.",2
"Antes esperaba con emoción los entrenamientos, ahora me cuesta hasta ponerme los tenis.",2
"Ya van varias semanas en las que mi rendimiento sigue bajando y no entiendo por qué.",2
"Cada competencia me genera tanta presión que después paso días dándole vueltas.",2
"Entreno todos los días pero siento que ya no tengo la energía de antes.",2
"Desde hace meses termino tan cansado que ya ni disfruto el resto del día.",2
"Últimamente me cuesta muchísimo concentrarme durante los entrenamientos.",2
"Ya no recuerdo cuándo fue la última vez que salí de entrenar sintiéndome satisfecho.",2
"Cada vez que voy al gimnasio siento un desgaste que ya se volvió constante.",2
"La lesión ya sanó, pero sigo sin recuperar la confianza para competir.",2
"Llevo semanas sin poder dormir bien antes de los partidos.",2
"Por más que entreno, siento que siempre doy un paso hacia atrás.",2
"Antes correr me despejaba, ahora termino mentalmente agotado.",2
"Mi entrenador dice que siga esforzándome, pero llevo meses sintiéndome drenado.",2
"Ya no disfruto los partidos como antes, solo siento presión todo el tiempo.",2
"Últimamente hasta los entrenamientos más sencillos se me hacen pesadísimos.",2
"Me cuesta encontrar motivación para ir a practicar aunque no quiero dejar el deporte.",2
"Cada torneo me deja tan agotado mentalmente que necesito días para recuperarme.",2
"Desde hace meses siento que entreno en automático.",2
"Ya ni siquiera celebro cuando mejoro un poco, sigo sintiéndome agotado.",2
"Estoy estancado desde hace mucho y eso ya me afecta hasta fuera del entrenamiento.",2
"Después de nadar termino completamente drenado y sin ganas de hacer nada más.",2
"Mi cabeza nunca deja de pensar en los errores que cometí en el último partido.",2
"Llevo semanas evitando entrenar con el equipo porque ya no puedo con tanta presión.",2
"Cada práctica termina igual, con una sensación de cansancio que no se me quita.",2
"Antes disfrutaba el ciclismo, ahora cada salida parece una obligación.",2
"Me está costando mucho recuperar las ganas de competir.",2
"Entreno artes marciales desde hace años, pero estos últimos meses todo se siente demasiado pesado.",2
"Ya no logro enfocarme durante los ejercicios y eso empeora mi rendimiento.",2
"Cada vez que llega un torneo empiezo a dormir peor desde varios días antes.",2
"Estoy cansado de sentir que nunca avanzo aunque siga entrenando.",2
"Mi rendimiento en básquet ha bajado tanto que ya perdí confianza en la cancha.",2
"Desde hace tiempo cualquier entrenamiento intenso me deja sin energía para el resto del día.",2
"Me siento frustrado porque llevo meses esforzándome y no veo resultados.",2
"Últimamente entrenar me genera más ansiedad que entusiasmo.",2
"Cada sesión en el gimnasio me cuesta más que la anterior y ya lleva bastante tiempo así.",2
"Me preocupa que esta fatiga constante ya esté afectando cómo compito.",2
"Ya no disfruto salir a correr, pero sigo haciéndolo porque no quiero rendirme.",2
"Mi concentración desaparece a mitad de los entrenamientos desde hace semanas.",2
"Después de cada práctica siento que estoy completamente vacío de energía.",2
"Desde que regresé de la lesión no logro recuperar mi nivel y eso me pesa todos los días.",2
"El estrés por mejorar ya me está quitando el gusto por el deporte.",2
"Llevo meses sintiéndome estancado y cada entrenamiento se hace eterno.",2
"Ni los días de descanso logran quitarme este cansancio acumulado por entrenar.",2
"Me esfuerzo en cada partido, pero siento que mi cabeza ya no responde igual.",2
"Últimamente cualquier error durante el entrenamiento me afecta demasiado.",2
"Cada competencia me deja pensando durante días en todo lo que hice mal.",2
"Ya no tengo la misma ilusión de antes cuando llega la hora de entrenar.",2
"Siento que el deporte ocupa toda mi energía y aun así mi rendimiento sigue bajando.",2
"Me cuesta muchísimo mantener el ritmo en los entrenamientos desde hace varios meses.",2
