text,label
"Hoy perdí todas las rankeds, qué mala racha.",1
"El lag me hizo fallar el último disparo 😩",1
"Necesito practicar más porque sigo cometiendo los mismos errores.",1
"Mis compañeros se desconectaron en plena partida.",1
"Ese jefe ya me ganó como diez veces seguidas.",1
"La actualización cambió todo y todavía no me acostumbro.",1
"Qué mala conexión tuve hoy, casi no podía jugar.",1
"Me frustra perder por un pequeño error al final.",1
"Ya quiero que arreglen los servidores.",1
"Hoy no salió ninguna partida buena.",1
"Estoy aprendiendo un personaje nuevo y cuesta bastante.",1
"El matchmaking estuvo rarísimo esta noche.",1
"Perdimos por segundos, estuvo muy cerca.",1
"El rival era muchísimo mejor, toca seguir practicando.",1
"No entiendo por qué bajaron tanto mi rango.",1
"Se bugueó la misión y tuve que empezar otra vez.",1
"Entre el trabajo y la escuela casi no tengo tiempo para jugar.",1
"Hoy jugué cansado y se notó bastante.",1
"El equipo no se coordinó y terminamos perdiendo.",1
"Ya casi paso ese nivel, solo me falta mejorar un poco.",1
"Qué difícil está el nuevo evento del juego.",1
"El ping estaba por las nubes otra vez.",1
"Perdí la final del torneo, pero estuvo divertida.",1
"Estoy intentando mejorar mi puntería todos los días.",1
"El parche cambió las armas y ahora siento raro el juego.",1
"Me falta aprender mejor los mapas nuevos.",1
"Hoy el boss raid estuvo más complicado de lo normal.",1
"El coche derrapó justo en la última curva 😅",1
"Pensé que iba a ganar y me remontaron al final.",1
"Mi internet decidió fallar en la peor partida posible.",1
"Estoy algo frustrado porque no logro subir de división.",1
"El tutorial parecía fácil, pero luego todo se complicó.",1
"Nos faltó estrategia y por eso perdimos.",1
"Hoy tuve demasiados bugs en la partida.",1
"Quiero terminar el pase de batalla, pero voy atrasado.",1
"El control ya me anda fallando y eso no ayuda.",1
"El rival hizo una buena jugada, toca aprender de eso.",1
"Qué largas se hicieron las colas para encontrar partida.",1
"El evento está bueno, aunque cuesta completar las misiones.",1
"Hoy sí sentí que jugué mejor, aunque igual perdimos.",1
"Me desespera cuando alguien abandona la partida a la mitad.",1
"Estoy intentando aprender las mecánicas del juego nuevo.",1
"Cada actualización cambia algo y otra vez toca adaptarse.",1
"Me quedé a un punto de subir de rango.",1
"El servidor se cayó justo cuando iba ganando.",1
"Creo que necesito descansar un rato y volver después.",1
"Nos ganó un equipo muy bien organizado.",1
"Perdí varias seguidas, pero mañana lo intento otra vez.",1
"El desafío semanal está más difícil de lo que esperaba.",1
"Solo quiero una partida sin lag por favor 😂",1
