text,label
"Ya ni pintar logra hacerme sentir algo, solo quiero desaparecer.",3
"Dejé todos mis proyectos de carpintería a la mitad porque siento que ya no tiene sentido seguir.",3
"Mi huerta era lo único que me mantenía de pie, ahora se secó todo y siento que yo también debería irme.",3
"Ojalá no despertara mañana, estoy cansado de sentir este vacío incluso cuando intento tejer.",3
"Siento que todos estarían mejor sin mí, incluso los del club de aeromodelismo a los que siempre les fallo.",3
"Rompí mi cámara a propósito, ya no le veo belleza a la vida y prefiero no seguir acá.",3
"Antes me pasaba horas armando rompecabezas para no pensar, ahora la angustia me ganó y decidí terminar con todo.",3
"Destruí todos mis lienzos porque soy un fracaso total, mi única salida es la muerte.",3
"Mi colección de monedas ya no significa nada, voy a regalarla toda antes de irme de este mundo hoy.",3
"Intenté hacer cerámica para relajarme pero mis manos tiemblan de la desesperación, ya tomé la decisión de no seguir.",3
"Llevo meses sin poder dibujar una sola línea, mi creatividad se murió y yo quiero irme con ella.",3
"Ni la fotografía me salva de esta depresión tan oscura, ojalá un accidente me lleve pronto.",3
"Abandoné el taller de costura, no sirvo para crear nada bonito y la verdad prefiero dejar de existir.",3
"Hacer origamis me calmaba los ataques de pánico, pero ya ni eso funciona y sinceramente me rindo con la vida.",3
"Quemé mis libretas de bocetos, no quiero dejar rastro de lo inútil que fui antes de desaparecer.",3
"Renuncié al grupo de senderismo, mi cuerpo no da más de la tristeza y hoy voy a apagar mi luz.",3
"Las plantas de mi jardín se murieron por mi culpa, soy un asco cuidando cosas y lo mejor es que ya no esté acá.",3
"Ver mis maquetas incompletas me confirma que nunca termino nada, mi vida es igual y es hora de cerrarla.",3
"Me la pasaba haciendo manualidades para escapar de los gritos en mi casa, ya no puedo más y voy a terminar con esto.",3
"El bloqueo artístico me demostró que estoy vacío por dentro, les escribo para despedirme definitivamente.",3
"Tiré a la basura mis herramientas de cuero, mi pasión desapareció y mis ganas de vivir también.",3
"Ni restaurar muebles viejos me da esperanza, todo está roto como yo y prefiero matarme antes que seguir fingiendo.",3
"Hacía joyería para sentirme útil, pero nadie compra nada y la verdad es que yo no valgo nada tampoco, adiós.",3
"Me salí del grupo de coleccionistas de cartas, estarían más tranquilos sin un estorbo depresivo como yo.",3
"Antes bordar me daba paz, ahora cada puntada me recuerda lo dolorosa que es la vida y tomé la firme decisión de irme.",3
"Dejé el acuario que tanto amaba abandonado, no merezco vivir si ni siquiera puedo cuidar unos peces.",3
"Armaba legos para no pensar en lo solo que estoy, pero la realidad me aplastó y decidí no despertar mañana.",3
"Mi telescopio está juntando polvo, ya no quiero mirar las estrellas, quiero convertirme en una y desaparecer de la tierra.",3
"El cansancio mental me impide hacer mis álbumes de recortes, mi historia se acabó acá y no pienso escribir más.",3
"Intenté volver a pintar con acuarelas pero solo veo colores grises, mi mente está colapsada y mi única paz será morir.",3
"Tiré mi colección de figuras de acción, sin eso mi cuarto está tan vacío como mi alma, es mi última noche acá.",3
"No tengo fuerzas ni para agarrar las agujas de tejer, el agotamiento me ganó y voy a dejar de existir hoy mismo.",3
"Hacía cosplay para ser otra persona porque me odio a mí mismo, ya no soporto ser yo y voy a acabar con mi vida.",3
"Siento una desconexión total con la caligrafía, mi mano no responde y mi corazón ya no quiere seguir latiendo.",3
"Me pasaba los domingos haciendo jardinería, hoy solo me senté en el pasto a llorar sabiendo que es mi último día.",3
"La frustración de arruinar otra escultura me hizo dar cuenta de que soy un desperdicio de oxígeno, me voy de este mundo.",3
"Mi afición por la astronomía murió el día que me di cuenta de que mi vida es un agujero negro, renuncio a seguir sufriendo.",3
"El taller de carpintería está cerrado, igual que mis ganas de salir adelante, les pido perdón pero me voy a matar.",3
"Lloro frente a mi máquina de coser porque me recuerda cuando era feliz, esa época no va a volver y prefiero no seguir.",3
"Destrocé mi colección de vinilos antiguos, perdí la cabeza y la verdad es que ya no le encuentro sentido a esta agonía.",3
"Hacía velas aromáticas para bajar la ansiedad, pero el dolor en el pecho me asfixia y decidí que hoy termino con todo.",3
"Ni hacer jardinería me conecta con la tierra, me siento un fantasma y creo que ya es hora de hacerlo realidad.",3
"No pude terminar el cuadro que le prometí a mi mamá, soy la decepción de la familia y lo mejor para ellos es que me muera.",3
"El estrés de mi vida me arruinó hasta mi amor por la repostería aficionada, estoy tan rota que la muerte parece un alivio.",3
"Armaba dioramas para crear mundos donde sí quería estar, ya que en el real soy un estorbo y hoy decido irme para siempre.",3
"Mi equipo de montañismo está guardado, me rindo con las cumbres y con la vida, ojalá no abra los ojos mañana.",3
"Hacía jabones artesanales para no sentirme inútil, pero el vacío regresó y ya tomé la decisión irrevocable de desaparecer.",3
"Vendí todas mis cosas de pesca, mi pasatiempo favorito se volvió una carga y ya tomé la decisión de irme de este mundo.",3
"Ya ni escribir caligrafía me da tranquilidad, mi mente es un infierno y la única salida que veo es dejar este cuerpo.",3
"Me encerraba a revelar fotos para no ver a nadie, esta soledad me ahogó por completo y hoy cierro mi cuarto para siempre.",3
