text,label
"Hace meses que ni mi música favorita logra hacerme sentir mejor.",2
"Antes escuchaba canciones todo el día y ahora casi siempre dejo todo en silencio.",2
"Llevo semanas poniendo playlists para distraerme, pero sigo igual de agotado.",2
"Ni siquiera puedo terminar una canción porque pierdo la concentración.",2
"La música era mi escape y desde hace meses ya no funciona.",2
"Últimamente todas las canciones me suenan iguales y no logro disfrutarlas.",2
"Antes esperaba los lanzamientos de mis artistas favoritos, ahora me da lo mismo.",2
"Me cuesta mucho conectar con la música como antes, llevo meses sintiéndome así.",2
"Escucho mis playlists favoritas y sigo con la misma sensación de cansancio.",2
"Hace tiempo que dejé de descubrir música nueva porque ya no tengo ganas.",2
"Ni las canciones que antes me emocionaban consiguen sacarme del agotamiento.",2
"Cada vez que intento escuchar un álbum completo termino apagándolo.",2
"Últimamente pongo música solo para llenar el silencio, ya ni le presto atención.",2
"Llevo meses sintiendo que la música dejó de emocionarme.",2
"Me cuesta muchísimo concentrarme en la letra de cualquier canción.",2
"Antes cantar me relajaba, ahora termino más cansado que antes.",2
"Tocar la guitarra se volvió muy pesado y llevo semanas sin practicar bien.",2
"Desde hace meses ensayo por obligación y ya casi no disfruto hacerlo.",2
"Cada práctica con el piano me deja mentalmente agotado.",2
"Pensé que escuchar música me ayudaría a descansar, pero ya no pasa.",2
"Últimamente hasta mis conciertos favoritos me dejan indiferente.",2
"Me siento tan saturado que ni la música consigue desconectarme un rato.",2
"Cada vez abandono más rápido cualquier canción que pongo.",2
"Extraño cuando realmente disfrutaba escuchar música camino al trabajo.",2
"Hace semanas intento volver a practicar canto, pero me cuesta muchísimo mantener el ánimo.",2
"Ya ni recuerdo cuándo fue la última vez que escuché música con entusiasmo.",2
"Mi instrumento lleva meses guardado porque no encuentro energía para tocar.",2
"Las canciones que antes repetía ahora hasta me cuesta terminarlas.",2
"Últimamente cualquier playlist me deja con la misma sensación de agotamiento.",2
"Escucho música mientras trabajo, pero ya ni me ayuda a concentrarme.",2
"Antes componía seguido, ahora me siento completamente bloqueado desde hace meses.",2
"Llevo demasiado tiempo intentando recuperar las ganas de hacer música y no lo logro.",2
"Cada ensayo termina dejándome más cansado emocionalmente.",2
"Ni siquiera en el auto disfruto poner música como antes.",2
"Me invitan a conciertos y casi siempre digo que no porque siento que no los voy a disfrutar.",2
"Hace meses que la música dejó de ser un descanso para mí.",2
"Cada vez que intento aprender una canción nueva termino frustrado y agotado.",2
"Me cuesta seguir el ritmo porque mi cabeza está en otra parte todo el tiempo.",2
"Antes una buena canción cambiaba mi día, ahora ya no noto diferencia.",2
"Llevo semanas reproduciendo las mismas canciones sin realmente escucharlas.",2
"Mi creatividad para escribir música desapareció y eso me tiene muy desgastado.",2
"Desde hace meses practicar con la banda se siente más como una carga que como un gusto.",2
"Últimamente hasta elegir qué escuchar me parece demasiado esfuerzo.",2
"No logro disfrutar los discos nuevos porque mi mente nunca deja de dar vueltas.",2
"Cada sesión de práctica termina dejándome sin energía para el resto del día.",2
"Extraño emocionarme con la música, pero llevo mucho tiempo sintiéndome desconectado.",2
"Las canciones siguen sonando, pero siento que ya no conecto con ninguna.",2
"Intento usar música para relajarme antes de dormir y aun así descanso muy mal.",2
"Hace meses que escuchar a mis artistas favoritos ya no despierta lo que antes sentía.",2
"Siento que mi relación con la música cambió por completo y eso ya afecta hasta cómo paso mi tiempo libre.",2
