text,label
"Conseguí un lente fijo de 50mm usado pero con el cristal impecable para fotos de retrato",0
"Me pasé toda la tarde tejiendo a crochet una bufanda con punto jazmín y me equivoqué de hilera lpm",0
"Puse a secar las dos tazas de cerámica que modelé ayer en el torno, el martes van al horno",0
"Compré cera de soja y pabilos de madera para hacer velas aromáticas con esencia de bergamota",0
"Quién tiene una lija de grano fino para madera? Estoy restaurando una banqueta antigua para el patio",0
"Al fin terminé el rompecabezas de mil piezas de la noche estrellada, casi pierdo la última ficha 😅",0
"Descargué una app para repasar kanjis de japonés veinte minutos antes de acostarme a dormir",0
"Armé un terrario cerrado en un frasco de vidrio grande con musgo, piedritas y dos helechos mini",0
"Qué tipo de tinta china recomiendan para arrancar con caligrafía gótica sin que se corra en la hoja?",0
"Salimos a pajarear temprano por la laguna y pudimos registrar un martín pescador hermoso con el teleobjetivo",0
"Compré acuarelas en pastilla de buena calidad para pintar flores silvestres en el cuaderno de bocetos",0
"Tengo que cambiarle el sedal al reel de pesca antes de la salida al río del sábado a la madrugada",0
"El kit de armado del barco a escala viene con piezas diminutas, necesito comprar una lupa con luz led",0
"Estuvimos jugando al Catán con expansión de ciudades y caballeros como tres horas seguidas anoche",0
"Me anoté en clases de salsa cubana los jueves a la noche para mover un poco el esqueleto",0
"Coseché los primeros tomates cherry de la huerta del balcón, salieron dulces y re jugosos",0
"Se me enredó toda la bobina de hilo en la máquina de coser porque ajusté mal la tensión superior 🤦‍♂️",0
"Avisen si alguno tiene monedas antiguas repetidas para intercambiar en la reunión numismática del centro",0
"Le puse barniz satinado a la caja de té de fibrofácil que pinté con técnica de falso decapado",0
"Alineé el telescopio reflector anoche y se veían los anillos de Saturno con una nitidez tremenda",0
"Hice dos figuras complejas de origami con papel satinado y no se me rompieron los pliegues, un milagro",0
"Compré tres marcadores punta pincel de tonos pasteles para decorar las carátulas del bullet journal",0
"Probé hacer macarons de pistacho por primera vez y me salieron con la pollera perfecta al hornear",0
"Llevo dos semanas practicando acordes básicos en el ukelele y ya me sale una canción entera de corrido",0
"Nos juntamos el sábado a la tarde a restaurar los senderos del parque como parte del voluntariado?",0
"El pegamento de contacto tardó más de lo pensado en secar en la maqueta de cartón maquetero",0
"Encontré un vinilo de edición japonesa en una batea de feria que buscaba hace años para la colección",0
"Le cambié la tierra y le puse abono de lombriz a los potus del rincón para que crezcan con fuerza",0
"Hicimos diez kilómetros de trekking por el bosque nativo buscando hongos silvestres para fotografiar",0
"Compré una prensa botánica de madera para secar hojas de otoño y armar cuadros decorativos",0
"Me cuesta un montón agarrarle la mano al sombreado con grafito en los retratos realistas",0
"Fui a la mercería a buscar lana merino color mostaza para tejer un chaleco abrigado para el invierno",0
"Puse a fermentar mi primer lote de cerveza artesanal rubia en el bidón térmico del garaje",0
"Quién sabe qué resina epoxi conviene usar para hacer llaveros transparentes con flores secas?",0
"El club de astronomía organiza una juntada en el campo el finde para ver la lluvia de meteoros",0
"Terminé de armar el organizador de pared con sobrantes de palets, quedó re rústico y firme",0
"Le regalé un retrato en lápiz sepia a mi abuela por el aniversario y le encantó el detalle",0
"Se me secaron tres esquejes de lavanda por dejarlos directo al rayo de sol de la siesta",0
"Compré una libreta cosida con hojas gruesas de 200 gramos para que no traspase la tinta al escribir",0
"Avisale a los chicos que lleven los dados de diez caras para la partida de rol de esta noche",0
"Qué satisfacción cuando desmoldás el jabón artesanal de avena y miel y quedó con la forma perfecta",0
"Me quedé sin hilo de coser beige justo cuando estaba cerrando el dobladillo de la cortina",0
"Pinté una tabla de skate vieja con pintura acrílica y le pasé dos manos de laca protectora",0
"El señuelo de superficie anduvo bárbaro en el arroyo, picaron dos doradillos en la primera hora",0
"Hice un pastel de zanahoria decorado con flores comestibles de pensamiento que quedaron re vistosas",0
"Anoté las nuevas palabras en francés en fichas de colores para memorizar los géneros de los sustantivos",0
"Compré una tijera de podar ergonómica para recortar las ramas secas de los arbustos del cerco",0
"Tengo que conseguir moldes de silicona con formas geométricas para hacer macetitas de cemento",0
"Pudieron sacar fotos del eclipse de luna ayer? A mí me quedó un halo violeta re loco en la imagen",0
"Cerré la noche tejiendo un par de vueltas de crochet mientras miraba un documental en la tele",0
