text,label
"Se me quemó la comida otra vez 😅",1
"La receta no quedó como esperaba, pero ya sé qué corregir.",1
"Olvidé comprar el ingrediente principal y tuve que improvisar.",1
"Hoy cocinar me tomó mucho más tiempo de lo normal.",1
"Estoy algo nervioso porque vienen invitados a cenar.",1
"Todavía no le agarro la mano a esta receta.",1
"El pastel no esponjó como decía el video.",1
"Me faltó sal y apenas me di cuenta al final.",1
"La cocina quedó hecha un desastre después de preparar la cena.",1
"Quería hacer galletas y terminé quemando la primera tanda.",1
"Estoy aprendiendo a cocinar y todavía me equivoco seguido.",1
"El arroz se pasó de cocción otra vez.",1
"Se descompuso la licuadora justo cuando la necesitaba.",1
"No calculé bien las porciones y sobró muchísima comida.",1
"Hoy intenté una receta nueva y salió regular.",1
"Entre el trabajo y todo lo demás casi no me da tiempo de cocinar.",1
"Se me olvidó prender el horno y perdí un buen rato.",1
"La masa quedó demasiado pegajosa.",1
"Estoy tratando de organizar las comidas de la semana y cuesta un poco.",1
"El pan no subió como esperaba.",1
"Pensé que tenía huevos y ya no quedaba ninguno.",1
"La salsa quedó más picante de lo que quería.",1
"Hoy cociné para toda la familia y terminé agotado.",1
"Me cuesta picar las verduras tan rápido como en las recetas.",1
"El horno tarda muchísimo en calentar.",1
"Quería terminar temprano, pero la receta llevaba más pasos de los que imaginaba.",1
"Se me pasó el tiempo y la pasta quedó muy cocida.",1
"Estoy practicando repostería, pero todavía me fallan los tiempos.",1
"La receta decía 20 minutos y terminé tardando casi una hora.",1
"Me confundí con las medidas y tuve que empezar de nuevo.",1
"El cuchillo ya no corta bien y todo tarda más.",1
"Hoy olvidé descongelar el pollo 😅",1
"Me preocupa que la comida no alcance para todos.",1
"Estoy intentando cocinar más en casa, aunque aún me organizo.",1
"La sopa quedó un poco espesa y tuve que ajustarla.",1
"El refrigerador ya casi está vacío y no sé qué preparar.",1
"Quería hacer pizza casera y la masa no cooperó.",1
"Entre limpiar y cocinar se me fue toda la tarde.",1
"El postre quedó rico, pero la presentación no tanto.",1
"Estoy aprendiendo a usar la freidora de aire y todavía experimento.",1
"Hoy preparé una receta complicada y terminé mentalmente cansado.",1
"Las tortillas se rompían y ya me estaba desesperando un poco.",1
"El café salió demasiado fuerte esta mañana.",1
"Me faltó un ingrediente y tuve que cambiar la receta sobre la marcha.",1
"La cocina quedó llena de trastes después de hornear.",1
"Estoy practicando para cocinar mejor el fin de semana.",1
"El cronómetro sonó tarde y casi se me quema el pastel.",1
"Pensé que sería una receta sencilla, pero tenía muchos detalles.",1
"Espero que la próxima vez me salga mucho mejor.",1
"Hoy cocinar fue más complicado de lo normal, pero al final salió algo rico.",1
