text,label
"Siento que el vacío que llevo dentro no se va a llenar nunca.",2
"Cada mañana me pesa más el hecho de tener que levantarme.",2
"Ya nada de lo que antes me emocionaba me genera algún interés.",2
"Me siento completamente desconectado de todos, como si no encajara en ningún lado.",2
"Llevo meses sintiendo que estoy atrapado en un pozo sin salida.",2
"El cansancio que traigo no es físico, es algo que me carcome por dentro.",2
"No encuentro razones para seguir esforzándome en nada.",2
"Siento que desperdicio el aire que respiro, que estoy de más en este mundo.",2
"La tristeza se ha vuelto mi única compañera constante.",2
"Me da igual todo, ya nada me importa como antes.",2
"Cada día que pasa siento que me alejo más de quien solía ser.",2
"No tengo energía ni para las cosas más básicas del día a día.",2
"Me siento como una sombra de la persona que fui alguna vez.",2
"El futuro se ve tan gris que ni siquiera quiero imaginarlo.",2
"Sé que debería sentir algo, pero solo hay un gran vacío.",2
"Llevo tanto tiempo así que ya ni recuerdo cómo se siente estar bien.",2
"Me cuestiono para qué sigo intentando si todo siempre termina igual.",2
"La soledad me envuelve incluso cuando estoy rodeado de gente.",2
"Siento que he perdido el control de mi propia vida.",2
"Nada de lo que hago parece tener algún propósito o significado.",2
"Me despierto y lo único que quiero es que el día termine rápido.",2
"El peso de la culpa me aplasta, siento que todo es mi culpa.",2
"Ya no encuentro placer en las cosas que solían hacer feliz.",2
"Mi mente es un caos constante, no puedo encontrar paz ni un segundo.",2
"Siento que estoy viendo mi vida desde afuera, sin poder participar.",2
"Cada noche me pregunto si vale la pena despertar al día siguiente.",2
"El dolor emocional se ha vuelto tan normal que ya casi no lo distingo.",2
"Me siento tan agotado que hasta pensar me resulta un esfuerzo enorme.",2
"Siento que todos estarían mejor sin mí, soy una carga para ellos.",2
"La esperanza se fue hace tiempo y no creo que vuelva.",2
"Mi vida se siente como una película en blanco y negro sin emoción.",2
"Llevo meses sin sentirme realmente vivo, solo existo.",2
"El ruido de mi cabeza no me deja escuchar nada más.",2
"Me siento tan pequeño ante todo que ya no le veo sentido a luchar.",2
"La tristeza me ha consumido tanto que ya no reconozco mi reflejo.",2
"Cada día es una batalla que siento que estoy perdiendo.",2
"Siento que mi alma se está apagando lentamente y no puedo hacer nada.",2
"No logro conectar con nadie, todos me parecen tan lejanos.",2
"El vacío que siento en el pecho es más pesado que cualquier otra cosa.",2
"Me pregunto por qué sigo haciendo lo mismo si nada cambia realmente.",2
"Siento que estoy perdiendo mi esencia, ya ni sé quién soy.",2
"El mundo se ve tan oscuro desde donde estoy parado.",2
"No encuentro fuerzas ni para las cosas que antes me apasionaban.",2
"Me siento atrapado en un ciclo de tristeza del que no puedo escapar.",2
"Cada logro me sabe a poco, nada me llena realmente.",2
"El silencio se ha vuelto mi única compañía confiable.",2
"Siento que mi existencia no tiene ningún impacto en este mundo.",2
"La desesperanza se ha instalado en mi vida como una visita permanente.",2
"Me duelo por la persona que solía ser y que ya no reconozco.",2
"Las lágrimas se han vuelto tan cotidianas que ya ni las controlo.",2
"Me siento como un robot que solo funciona por inercia, sin emociones.",2
"El tiempo pasa y yo sigo estancado en el mismo lugar oscuro.",2
"Cada logro se siente vacío, como si no significara nada realmente.",2
"Llevo noches enteras mirando el techo sin poder dormir.",2
"Siento que todo lo que toco se desmorona, como si tuviera un imán para el fracaso.",2
"Ya no tengo ganas de ver a nadie, prefiero encerrarme en mi cuarto.",2
"La tristeza me duele físicamente en el pecho y no sé cómo quitarla.",2
"Me pregunto si algún día volveré a sentir alegría de verdad.",2
"Siento que estoy hundiéndome lentamente y nadie puede verme.",2
"Las cosas que antes me emocionaban ahora me dejan completamente frío.",2
"Mi cabeza no para de decirme que todo lo hago mal.",2
"El despertador suena y yo solo quiero apagarlo y seguir durmiendo.",2
"Me siento como un extraño en mi propia vida.",2
"Cada conversación me parece un esfuerzo enorme que no vale la pena.",2
"El futuro se ve tan incierto que prefiero no pensar en él.",2
"Siento que estoy perdiendo el tiempo existiendo sin propósito alguno.",2
"El silencio de mi casa se ha vuelto ensordecedor.",2
"Me pregunto cuándo fue la última vez que me sentí realmente bien.",2
"Mi energía se agota con solo pensar en tener que salir de casa.",2
"Nada de lo que intento parece funcionar, todo sale mal.",2
"Me siento tan desconectado de todos que ya ni intento comunicarme.",2
"La vida se me ha vuelto un trámite que tengo que cumplir.",2
"El espejo me devuelve una imagen que ya no reconozco como mía.",2
"Cada día es una repetición sin sentido de lo mismo.",2
"Siento que estoy lleno de grietas por dentro y no sé cómo repararlas.",2
"La culpa me persigue a todas partes, no me deja en paz.",2
"Me he vuelto experto en fingir que estoy bien cuando todo está mal.",2
"Las noches son largas y los días aún más pesados.",2
"El mundo sigue girando pero yo me siento completamente paralizado.",2
"Cada pequeño problema se siente como una montaña enorme.",2
"Siento que estoy desapareciendo lentamente sin que nadie lo note.",2
"La falta de esperanza se ha vuelto un peso que cargo todos los días.",2
"Me escondo detrás de sonrisas falsas para no preocupar a los demás.",2
"El vacío en mi interior crece y no sé cómo llenarlo.",2
"Siento que todo mi esfuerzo es en vano, nada cambia realmente.",2
"Las relaciones se me hacen agotadoras, prefiero estar solo.",2
"Cada amanecer me trae más tristeza que el anterior.",2
"Me he resignado a que esto es lo que soy y no va a mejorar.",2
"La idea de salir y enfrentar el mundo me paraliza de miedo.",2
"Siento que he perdido mi lugar en este mundo.",2
"Mi mente se ha vuelto mi peor enemiga.",2
"Las alegrías pasan tan rápido que apenas puedo sentirlas.",2
"Me pregunto si alguna vez fui feliz realmente o solo lo fingí.",2
"Cada decisión me parece equivocada, no confío en mí mismo.",2
"El color se ha ido de mi vida, todo es gris y monótono.",2
"Siento que estoy atrapado en una jaula invisible que no puedo romper.",2
"Ya no siento emoción por nada, ni siquiera por lo que antes amaba.",2
"La noche es el único momento en que puedo dejar de fingir.",2
"Me duelen hasta las palabras que no digo.",2
"Siento que he perdido la batalla contra mí mismo.",2
"Cada día me convenzo más de que nada va a cambiar realmente.",2
"Me siento como un árbol sin raíces, sin nada que me sostenga.",2
"Los días se mezclan, ya ni sé qué día es ni me importa.",2
"Siento que he perdido la capacidad de emocionarme por algo.",2
"Mi cama se ha vuelto mi único refugio del mundo exterior.",2
