text,label
"Salí con la cabeza quemada del trabajo, atendí reclamos sin parar durante ocho horas seguidas",1
"Me preocupa no llegar con la entrega del viernes, son demasiados cambios de último momento",1
"Hoy fue un día pesadísimo en la obra, no dimos abasto con los camiones de material",1
"Siento que no me rinde el tiempo para nada, cierro un ticket y me caen tres más al sistema",1
"Mandé un correo con los números equivocados al gerente y me quedé re perseguido con eso",1
"Tengo la espalda re contracturada por pasar tantas horas encorvado frente a la pantalla",1
"Qué manera de renegar con los clientes hoy, nadie tiene un poco de paciencia lpm",1
"Vengo durmiendo re poco esta semana por terminar la auditoría, ya necesito que sea sábado",1
"El ambiente en la oficina está re tenso con los rumores de reestructuración de áreas",1
"No alcancé ni a almorzar tranquilo, tuve que comerme un sánguche rápido entre llamada y llamada",1
"Me da cosa consultar tantas dudas sobre el puesto nuevo pero no quiero meter la pata",1
"Llegué a casa liquidado mentalmente, no tengo energía ni para prepararme la cena",1
"Nos clavaron dos guardias seguidas este finde en el hospital y ya siento el cansancio encima",1
"Me angustia un poco pensar en la presentación frente al directorio de mañana, ojalá salga todo bien",1
"Tengo mil tareas acumuladas en la bandeja y mi compañera de equipo faltó con parte médico",1
"El supervisor me habló medio cortante hoy y me dejó maquinando toda la tarde al pedo",1
"Siento que vivo adentro de la fábrica últimamente, metí diez horas extras en tres días",1
"La fecha límite del sprint nos está respirando en la nuca y todavía falta testear el módulo",1
"No sé cómo voy a hacer para corregir los ochenta exámenes de los chicos antes del lunes",1
"Qué desgaste atender en la caja cuando la gente se desquita con uno por los precios",1
"Me pasé toda la tarde lidiando con un bug que no puedo reproducir en local, qué frustración",1
"Apenas es martes y siento que ya gasté la batería de toda la semana laboral",1
"Me pidieron adelantar el informe financiero para mañana temprano y voy a tener que trasnochar",1
"Llego a casa y sigo pensando en las cosas que dejé pendientes en el taller, no logro desconectar",1
"El cliente me cambió los requerimientos por tercera vez y tuve que tirar horas de diseño a la basura",1
"Ando re acelerado con tantas llamadas telefónicas al hilo, necesito diez minutos de silencio",1
"Me cuesta un montón adaptarme a las herramientas nuevas que implementaron en la empresa",1
"Terminé el reparto bajo la lluvia con dos horas de demora, qué día más cuesta arriba",1
"Tengo miedo de no pasar el período de prueba en este laburo, me autoexijo demasiado",1
"Se me juntaron tres cierres contables el mismo día y no sé por cuál arrancar a ordenar",1
"Qué bronca tener que quedarme después de hora un viernes por una urgencia que no era mía",1
"Ando con dolor de cabeza desde el mediodía por estar corriendo detrás de las entregas",1
"Me satura tener cinco reuniones diarias donde hablamos mucho pero no resolvemos nada concreto",1
"Hoy me tocó cubrir dos sectores a la vez en el depósito y terminé con los brazos acalambrados",1
"Siento que por más que le meta pata nunca llego a terminar con la lista de pendientes diarios",1
"Me equivoqué con el pedido de una mesa y el encargado me pegó una cagada a pedos bárbara 😔",1
"Tengo el estómago cerrado de los nervios por la inspección de seguridad que cae mañana",1
"La presión que están metiendo con las metas de ventas de este mes me tiene bastante tenso",1
"Trabajar remoto a veces me cuesta porque siento que nunca corto la jornada del todo",1
"Me quedé sin tiempo para revisar la traducción antes de mandarla, ojalá no se me haya escapado nada",1
"Salí de la guardia con las piernas de trapo, no me daban los tiempos ni para sentarme cinco minutos",1
"El jefe me pidió algo que no sé cómo resolver y me da vergüenza decirle que necesito ayuda",1
"Me tiene re estresado el tema de conseguir nuevos clientes este mes para cubrir los gastos fijos",1
"Hoy el sistema se caía a cada rato y la gente en ventanilla se ponía re agresiva conmigo",1
"Tengo que entregar el balance preliminar antes de las seis y todavía me falta conciliar cuentas",1
"Siento la cabeza re pesada de tantas planillas de Excel que revisé desde temprano",1
"Qué impotencia cuando hacés las cosas con cuidado y te echan la culpa por el atraso de otro",1
"Ando re irritable estos días por la sobrecarga de trabajo que nos metieron en el sector",1
"Me desperté a las cuatro de la mañana repasando mentalmente los correos que tengo que mandar",1
"Por fin terminó este turno interminable, mañana toca volver pero hoy no quiero escuchar nada de laburo",1
