text,label
"Llevo semanas mirando la terminal en blanco sin poder tirar una sola línea coherente, me da pánico que descubran que ya no rindo",2
"El síndrome del impostor me está destrozando hace meses, siento que engañé a todos y que no sirvo para programar",2
"Abro el editor de código a la mañana y me da una taquicardia tremenda, no puedo concentrarme ni cinco minutos seguidos",2
"Hace dos meses que no duermo bien pensando en los errores del backend, me despierto sobresaltado creyendo que se cayó producción",2
"Ayer me largué a llorar frente a la pantalla porque me pasé ocho horas trabado en un bug básico que antes resolvía en minutos",2
"Siento que la cabeza se me quemó por completo, antes me encantaba desarrollar y ahora abrir un repo me produce una angustia horrible",2
"Vengo arrastrando un burnout silencioso hace medio año, hago git commit por pura obligación pero mi código es un desastre",2
"Me aterra que me toque hablar en la daily meeting porque llevo tres días seguidos sin avanzar absolutamente nada en mis tareas 😔",2
"Llevo un mes sintiendo náuseas cada vez que veo comentarios nuevos en mi pull request, la crítica constante me destruyó el autoestima",2
"El estrés acumulado por los sprints me está provocando migrañas crónicas, ya no tengo energía para razonar la lógica del sistema",2
"Miro las estructuras de datos y no logro entenderlas, siento como si mi cerebro hubiera perdido la capacidad de abstracción",2
"Hace semanas que funciono en piloto automático, me siento una cáscara vacía tecleando cosas sin sentido para fingir actividad",2
"Me aislé de toda la comunidad dev y de mis amigos porque me da vergüenza profunda admitir que este framework me sobrepasó",2
"Tengo el cuerpo lleno de contracturas y las manos temblorosas de la tensión que acumulo depurando código día tras día",2
"Llego al final del día con una sensación de fracaso permanente, siento que por más tutoriales que mire nunca voy a estar a la altura",2
"Ayer cometí un error gravísimo en la base de datos por estar con la mente completamente nublada de tanto cansancio",2
"Llevo meses sintiendo que soy el cuello de botella del equipo, esa culpa me carcome por dentro y no me deja ni comer tranquilo",2
"Se me fue toda la pasión por el desarrollo de software, ahora solo siento un vacío enorme y ganas de apagar la computadora para siempre",2
"Paso tardes enteras scrolleando en Stack Overflow sin retener nada, tengo la concentración totalmente pulverizada hace semanas",2
"Cada notificación de error en la consola me detona una crisis de angustia en el pecho, no tolero más esta presión psicológica",2
"Hace dos meses que vengo postergando la refactorización porque el solo hecho de clonar el proyecto me paraliza de miedo",2
"Siento una tristeza constante que no se me quita ni los fines de semana, sigo maquinando sobre las fallas de arquitectura en la cama",2
"Mi productividad se cayó a pedazos este trimestre y por más que me esfuerzo en madrugar no logro sacar ni un ticket de Jira",2
"Me cuesta horrores hilar dos funciones seguidas, siento que el código espagueti que estoy escribiendo refleja cómo tengo la cabeza",2
"Llevo semanas con insomnio severo, cierro los ojos y veo líneas de código y excepciones que no sé cómo solucionar",2
"El maltrato técnico del líder de proyecto me tiene anulado, voy a trabajar sintiéndome el programador más incompetente del planeta",2
"Siento que tiré años estudiando ingeniería para terminar estancado sin entender cómo conectar dos microservicios básicos",2
"Me encierro en el baño de la oficina a respirar hondo porque la frustración con la API me deja al borde del colapso",2
"Llevo semanas evitando pedir ayuda a los seniors por el pánico atroz a que se den cuenta de lo poco que sé en realidad",2
"El agotamiento mental que cargo es tan pesado que tardo tres días en escribir un script que normalmente me tomaba dos horas",2
"Tengo una apatía total hacia mis proyectos personales, dejé todo tirado porque tocar una tecla me genera un rechazo visceral",2
"Siento que la carrera tecnológica me pasó por encima y me dejó totalmente obsoleto, esa desesperación me come la cabeza a diario",2
"Ayer me dio un ataque de llanto en medio de un live coding técnico porque la mente se me puso totalmente en blanco",2
"Hace un mes que vivo con el estómago cerrado por la presión de las entregas, ya bajé tres kilos y sigo sin avanzar",2
"Miro el monitor y las letras parecen bailar, no puedo procesar un solo log de errores de tanta fatiga mental acumulada",2
"Siento una opresión en el pecho constante desde que me cambiaron al proyecto legacy, la deuda técnica me está ahogando",2
"No logro recordar conceptos básicos de programación orientada a objetos que dominaba hace meses, la memoria me está fallando feo",2
"Llevo semanas fingiendo que entiendo la arquitectura del sistema por miedo a que me echen de la empresa",2
"Termino cada jornada con los ojos inyectados en sangre y un dolor de cabeza que no cede con ningún analgésico",2
"Siento que estoy defraudando a todos los que confiaron en mí para este desarrollo, la culpa no me deja vivir en paz",2
"Hace semanas que la ansiedad no me deja sentarme en la silla ergonómica, me paro, doy vueltas y no puedo codear nada",2
"Me da pánico abrir los canales de soporte de la empresa porque sé que hay bugs míos y me siento completamente acorralado",2
"Llevo dos meses funcionando por pura inercia, entregando parches atados con alambre porque ya no me da la capacidad de pensar",2
"Siento un desgano tan profundo que ni siquiera tengo fuerzas para actualizar mis herramientas de trabajo ni el sistema operativo",2
"Ayer borré sin querer una rama entera por culpa del embotamiento mental que tengo, me temblaban las piernas del susto",2
"La sobrecarga de tareas dev me liquidó la salud, tengo taquicardia cada vez que suena una alerta de monitoreo",2
"Llevo semanas sintiendo que soy una farsa andante en el rubro tech y que cualquier junior recién salido de un bootcamp sabe más que yo",2
"No puedo parar de reprocharme lo lento que voy, la autoexigencia con el código me está consumiendo la poca estabilidad que me queda",2
"Siento que el ritmo de la industria me quebró por dentro, no tengo momentos de calma ni desconexión real hace meses",2
"Terminé el sprint totalmente destruido anímicamente, con la sensación amarga de que este trabajo me está costando la salud mental",2
