text,label
"Mis amigos ya no me escriben y siento que estarían mejor sin mí, ojalá no despertara.",3
"Perdí a mi mejor amiga por una discusión y ahora no veo salida, solo quiero desaparecer.",3
"En el grupo de WhatsApp nadie me contesta, ya no tiene sentido seguir viviendo.",3
"Mis amigos hicieron planes sin mí otra vez, mejor desaparezco para siempre.",3
"Siento que soy una carga para mis amigos, ya no quiero seguir aquí.",3
"Mi mejor amigo se mudó y desde entonces solo pienso en no despertar.",3
"Mis amigos me traicionaron y ahora siento que no merezco vivir.",3
"Cada vez que veo a mis amigos felices sin mí, me dan ganas de desaparecer.",3
"Ya no tengo amigos, todos se alejaron, ya no le veo sentido a nada.",3
"Mis amigos me dejaron de hablar por mi culpa, ojalá no despertara mañana.",3
"Me excluyeron de la fiesta y siento que todos estarían mejor sin mí.",3
"Mi amiga íntima me contó mi secreto y ahora no quiero seguir viviendo.",3
"Los amigos que creía tener solo me usaban, ya no quiero estar aquí.",3
"Desde que me cambié de ciudad no he hecho amigos y ya no quiero vivir.",3
"Mis amigos están todos casados y yo sola, mejor desaparezco.",3
"Le dije a mi amigo cómo me sentía y se rió, ya no veo ninguna salida.",3
"Mi grupo de amigos se disolvió y con ellos mis ganas de seguir.",3
"Mis amigos me dicen que exagero, pero yo solo quiero no despertar.",3
"Siento que mis amigos estarían más tranquilos sin tener que preocuparse por mí.",3
"Perdí a todos mis amigos por mi carácter, ya no merezco estar aquí.",3
"Mi mejor amigo tiene novia y ya no me habla, ya no quiero seguir.",3
"Me dejaron en visto y siento que no valgo nada, prefiero desaparecer.",3
"Mis amigos de la infancia ya no me buscan, ya no tiene sentido seguir.",3
"En la universidad nadie me habla y siento que soy invisible, ojalá no despertara.",3
"Mis amigos me dijeron que soy un problema, y tienen razón, mejor desaparezco.",3
"Mi amiga se suicidó y a veces siento que debo hacer lo mismo.",3
"Solo tengo amigos por internet y ni ellos me contestan, ya no quiero vivir.",3
"Mis compañeros de trabajo no me invitan a nada, ya no veo salida.",3
"Mi mejor amiga se fue al extranjero y siento que ya no tengo razones para vivir.",3
"Los amigos de mi pareja me odian y ya no quiero estar aquí.",3
"Me alejé de todos por vergüenza y ahora solo quiero desaparecer.",3
"Mis amigos me deben dinero y ya no me hablan, ya no quiero seguir.",3
"Cada vez que abro redes sociales veo a mis amigos juntos y me quiero morir.",3
"Mi amigo me dijo que no soporta estar conmigo, ya no merezco vivir.",3
"Mis amigos están mejor sin mí, lo sé, ojalá no despertara.",3
"Perdí a mi mejor amigo por una tontería y ya no le veo sentido a nada.",3
"En mi cumpleaños nadie vino y siento que todos estarían mejor sin mí.",3
"Mis amigos me ignoran cuando hablo de mi dolor, ya no quiero estar aquí.",3
"Mi amiga me reemplazó por otra y ya no veo ninguna salida.",3
"Siento que mis amigos solo me aguantan por lástima, mejor desaparezco.",3
"Mis amigos se burlan de mi depresión y ya no quiero seguir viviendo.",3
"Me quedé sin amigos por mudarme y ahora solo quiero no despertar.",3
"Mi mejor amigo está enojado conmigo y siento que ya no hay salida.",3
"Mis amigos me dejaron sola en el peor momento, ya no quiero vivir.",3
"Cada mensaje sin respuesta me convence más de que no merezco seguir.",3
"Mis amigos hablan a mis espaldas y ya no quiero estar en este mundo.",3
"Mi amiga me dijo que soy tóxica y ahora no quiero seguir viviendo.",3
"Los únicos amigos que tenía se fueron y ya no le veo fin a esto.",3
"Siento que mis amigos estarían mejor sin mi tristeza, ojalá no despertara.",3
"Mis amigos me cancelaron otra vez y ya no quiero seguir aquí.",3
"Mi mejor amigo me falló y ahora solo quiero desaparecer para siempre.",3
