text,label
"Tengo tres entregas esta semana y apenas voy empezando una.",1
"Mañana es el parcial y todavía me faltan varios temas por repasar.",1
"El profesor dejó demasiados ejercicios para una sola clase.",1
"Ya quiero que termine este semestre 😅",1
"Hoy salí agotado del laboratorio.",1
"Estoy tratando de organizarme porque todo se juntó.",1
"El proyecto en equipo va muy lento porque casi nadie responde.",1
"Me preocupa un poco el examen de cálculo.",1
"Entre la universidad y el trabajo casi no me queda tiempo libre.",1
"Hoy tuve clases todo el día y terminé bien cansado.",1
"No entiendo una parte de programación y llevo horas intentando.",1
"Tenemos que entregar el avance de tesis el viernes.",1
"La exposición es mañana y todavía me pongo nervioso.",1
"Se me hace pesado viajar diario hasta la universidad.",1
"Estoy revisando apuntes porque no quiero llegar en blanco al examen.",1
"El laboratorio de química estuvo intenso hoy.",1
"Traigo varias lecturas pendientes para derecho.",1
"El profe cambió la fecha de entrega y ahora todo se acumuló.",1
"Estoy algo estresado con los finales, pero ahí vamos.",1
"Hoy casi olvido subir una tarea a la plataforma.",1
"Las prácticas del hospital me dejan sin energía al final del día.",1
"Entre planos y maquetas ya perdí la cuenta de las horas.",1
"Me falta terminar el reporte de investigación.",1
"Estoy aprendiendo a usar un programa nuevo para la carrera y cuesta un poco.",1
"Cada materia dejó proyecto al mismo tiempo.",1
"Necesito administrar mejor mi tiempo este semestre.",1
"Hoy la clase estuvo pesada y salí con muchas dudas.",1
"Espero que el profesor acepte la corrección de mi trabajo.",1
"La inscripción fue un caos y perdí bastante tiempo.",1
"Me preocupa mantener la beca, así que tengo que echarle ganas.",1
"Esta semana casi no he descansado por tantas entregas.",1
"Nos dejaron una investigación larguísima para la próxima clase.",1
"Estoy repasando anatomía porque el examen viene difícil.",1
"El tráfico para llegar al campus me hizo perder una clase.",1
"Qué complicado coordinar horarios con el equipo del proyecto.",1
"Hoy sentí que las clases se hicieron eternas.",1
"Me cuesta avanzar en la tesis con tantas otras materias.",1
"Traigo pendiente el servicio social y también los exámenes.",1
"El profesor hace preguntas bien específicas y eso me pone algo nervioso.",1
"Estoy cansado, pero todavía tengo que terminar una práctica.",1
"Nos cambiaron el formato del trabajo y toca hacerlo otra vez.",1
"Entre estudiar y las prácticas ya casi no veo series jaja.",1
"Me falta confianza para presentar frente al grupo.",1
"Hoy me quedé en la biblioteca hasta tarde terminando un informe.",1
"Las materias de este semestre sí vienen con bastante carga.",1
"Estoy revisando referencias para que no me falte nada en el ensayo.",1
"El examen oral me tiene un poco inquieto.",1
"Voy avanzando poco a poco, aunque estos días han estado pesados.",1
"Se juntaron los reportes de laboratorio con los parciales.",1
"Espero que la próxima semana esté un poco más tranquila en la uni.",1
